id,name,industry,sector,subsector,revenue,revenue_numeric,employees,headquarters,country,region,founded,ceo,website,description,products,services,market_cap,stock_exchange,ticker,subsidiaries,locations,certifications,sustainability_score,innovation_index,digital_maturity,source,scraped_date
europe_085,Beta Systems Corp.,Renewable Energy,Energy,Wind Power,$0.5B,0.520576433852394,1297,"Belgium, Belgium",Belgium,Europe,2015,Francesca Romano,www.betasystemscorp.com,"Beta Systems Corp. is a leading global provider of wind power solutions, serving customers across multiple industries with innovative products and services.",Power Inverters; Solar Panels; Wind Turbines; Grid Systems; Energy Storage Systems,Energy Consulting; Financing Solutions,$1.7B,,BESY,Beta Services; Beta Solutions,"Belgium, Belgium; Ecuador, Ecuador; Israel, Israel; Tianjin, China; Chile, Chile; Buenos Aires, Argentina; Dubai, UAE",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.21238487481329044,0.8885329674388531,0.7950654312069878,Industrial Company Database,2025-09-13T22:22:28.587557
europe_086,Energy Nuclear Systems,Nuclear,Energy,Nuclear Services,$50.3B,50.321517734806164,121148,"Gothenburg, Sweden",Sweden,Europe,1990,Ingrid Hansen,www.energynuclearsystems.com,"Founded as a pioneer in nuclear, Energy Nuclear Systems has evolved into a comprehensive nuclear services company with operations worldwide.",Components; Systems; Industrial Equipment,Professional Services; Consulting; Technical Support,$188.9B,Nasdaq Stockholm,ENNU,Energy International; Energy Asia,"Malmö, Sweden; Stavanger, Norway; Pretoria, South Africa; Bordeaux, France; Basel, Switzerland",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.250549974423509,0.6362641981444435,0.8729326195830911,Industrial Company Database,2025-09-13T22:22:28.587590
europe_087,Global Food & Beverage Corp,Food & Beverage,Manufacturing,Food Processing,$1.8B,1.8136124084927958,4474,"Trondheim, Norway",Norway,Europe,1979,Marie Dubois,www.globalfood&beveragecorp.com,"Founded as a pioneer in food & beverage, Global Food & Beverage Corp has evolved into a comprehensive food processing company with operations worldwide.",Industrial Equipment; Systems; Components,Professional Services; Training,$6.2B,Oslo Stock Exchange,GLFO,Global International,"Trondheim, Norway; Taichung, Taiwan; Nigeria, Nigeria; Bologna, Italy; Yokohama, Japan",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.378227435680613,0.5480917162557286,0.38991416322996486,Industrial Company Database,2025-09-13T22:22:28.587623
europe_088,Green Oil & Gas Power,Oil & Gas,Energy,Upstream Operations,$10.4B,10.412381916103747,14394,"Bilbao, Spain",Spain,Europe,1903,Ana García,www.greenoil&gaspower.com,"Green Oil & Gas Power specializes in upstream operations and related technologies, delivering cutting-edge solutions to industrial customers globally.",Lubricants; Pipeline Systems; Refined Products,Exploration Services; Technical Consulting; Drilling Services,$16.5B,BME Spanish Exchanges,GRO&,Green Europe; Green Asia; Green Services; Green International; Green Services,"Barcelona, Spain; Naples, Italy; Malaysia, Malaysia; Singapore, Singapore; Mendoza, Argentina; Bordeaux, France; Basel, Switzerland; Gothenburg, Sweden; Birmingham, United Kingdom",ISO 45001:2018; API Standards; ISO 29001; NORSOK Standards; ISO 14001:2015,0.9145271314437579,0.5539083925134674,0.5254311931606823,Industrial Company Database,2025-09-13T22:22:28.587664
europe_089,Gamma Energy,Oil & Gas,Energy,Upstream Operations,$1.2B,1.1925301575688771,2030,"Aalborg, Denmark",Denmark,Europe,1946,Klaus Weber,www.gammaenergy.com,"As a major player in the oil & gas sector, Gamma Energy focuses on upstream operations with a commitment to innovation and sustainability.",Natural Gas; Crude Oil; Lubricants,Technical Consulting; Exploration Services,$3.1B,Nasdaq Copenhagen,GAEN,Gamma Solutions; Gamma Services; Gamma Services; Gamma Solutions; Gamma Solutions,"Copenhagen, Denmark; Nanjing, China; Israel, Israel; Trondheim, Norway; Austria, Austria; Turkey, Turkey",ISO 14001:2015; ISO 45001:2018; API Standards; NORSOK Standards; ATEX Certified; ISO 29001,0.23400720414897966,0.609828601008259,0.6762816513572217,Industrial Company Database,2025-09-13T22:22:28.587701
europe_090,Textiles Solutions,Textiles,Manufacturing,Technical Textiles,$76.2B,76.16049393001681,157705,"Poland, Poland",Poland,Europe,1907,Erik Andersson,www.textilessolutions.com,"Textiles Solutions is a leading global provider of technical textiles solutions, serving customers across multiple industries with innovative products and services.",Systems; Industrial Equipment; Components,Consulting; Professional Services; Training,$126.4B,,TESO,Textiles International; Textiles Americas; Textiles International,"Poland, Poland; Uppsala, Sweden; Mendoza, Argentina; Bangalore, India; Cologne, Germany; Bologna, Italy; Mecca, Saudi Arabia; Brisbane, Australia; Vietnam, Vietnam; Aalborg, Denmark; Malaysia, Malaysia; Philippines, Philippines; Thailand, Thailand; São Paulo, Brazil; Nanjing, China; Indonesia, Indonesia; Qatar, Qatar; Bergen, Norway; Sharjah, UAE; Singapore, Singapore; Egypt, Egypt; Chile, Chile; Venezuela, Venezuela; Belgium, Belgium; Eindhoven, Netherlands",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.6870276208323186,0.8206312033211629,0.4646613813730722,Industrial Company Database,2025-09-13T22:22:28.587776
europe_091,Beta Systems,Mining,Energy,Industrial Minerals,$0.4B,0.37435787069830306,485,"Stavanger, Norway",Norway,Europe,1994,Marie Dubois,www.betasystems.com,"Beta Systems is a leading global provider of industrial minerals solutions, serving customers across multiple industries with innovative products and services.",Components; Systems; Industrial Equipment,Professional Services; Consulting,$1.4B,Oslo Stock Exchange,BESY,Beta Technologies; Beta Solutions,"Bergen, Norway; Malaysia, Malaysia; Singapore, Singapore",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.5436123494930505,0.762024193683356,0.36882166795361815,Industrial Company Database,2025-09-13T22:22:28.587805
europe_092,Build Construction,Logistics,Infrastructure,Third-Party Logistics,$1.3B,1.2562314921435729,2805,"Basel, Switzerland",Switzerland,Europe,1998,Erik Andersson,www.buildconstruction.com,"As a major player in the logistics sector, Build Construction focuses on third-party logistics with a commitment to innovation and sustainability.",Systems; Components; Industrial Equipment,Technical Support; Professional Services; Consulting,$3.5B,SIX Swiss Exchange,BUCO,Build Solutions; Build Asia,"Bern, Switzerland; Dammam, Saudi Arabia; Poland, Poland; Austria, Austria; Rio de Janeiro, Brazil",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.6594708932034563,0.47370638292789957,0.3934101201467963,Industrial Company Database,2025-09-13T22:22:28.587837
europe_093,Continental Systems,Metals,Manufacturing,Steel Production,$6.2B,6.2144570356679605,14489,"Marseille, France",France,Europe,1901,Hans Müller,www.continentalsystems.com,"As a major player in the metals sector, Continental Systems focuses on steel production with a commitment to innovation and sustainability.",Industrial Equipment; Components; Systems,Professional Services; Training; Technical Support,$18.8B,Euronext Paris,COSY.PA,,"Nice, France; Eindhoven, Netherlands; Taipei, Taiwan; Belgium, Belgium; Thailand, Thailand; Aarhus, Denmark; Poland, Poland; Houston, United States; Egypt, Egypt; Kyoto, Japan; Turkey, Turkey; Beijing, China; Chile, Chile; São Paulo, Brazil",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.7950226546540766,0.8648030255527459,0.3377488708213683,Industrial Company Database,2025-09-13T22:22:28.587888
europe_094,Project Real Estate Development Corp.,Real Estate,Infrastructure,Commercial Development,$33.7B,33.71199759087801,75816,"Aalborg, Denmark",Denmark,Europe,1890,Giovanni Rossi,www.projectrealestatedevelopmentcorp.com,"Project Real Estate Development Corp. is a leading global provider of commercial development solutions, serving customers across multiple industries with innovative products and services.",Systems; Components; Industrial Equipment,Professional Services; Consulting,$127.1B,Nasdaq Copenhagen,PRRE,Project Solutions,"Odense, Denmark; Malaysia, Malaysia; Kobe, Japan; Turin, Italy",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.928510826541734,0.8917140934795431,0.8258992272184946,Industrial Company Database,2025-09-13T22:22:28.587919
europe_095,Robotics Labs,Robotics,Technology,Automation Systems,$248.0B,247.98114017896933,677313,"Naples, Italy",Italy,Europe,1915,Hans Müller,www.roboticslabs.com,"Robotics Labs is a leading global provider of automation systems solutions, serving customers across multiple industries with innovative products and services.",Safety Systems; Automation Systems; Industrial Robots; Vision Systems,Training Programs; System Integration; Consulting,$748.8B,Borsa Italiana,ROLA.MI,,"Rome, Italy; Aalborg, Denmark; Israel, Israel; Stockholm, Sweden; Guadalajara, Mexico; Sharjah, UAE; Turkey, Turkey; Rosario, Argentina; Leeds, United Kingdom",CE Marking; ISO 14001:2015; ISO 10218; UL 2089,0.7011307074688548,0.7348355073665453,0.8229173382782073,Industrial Company Database,2025-09-13T22:22:28.587959
europe_096,Gamma Projects SE,Logistics,Infrastructure,Third-Party Logistics,$83.3B,83.34390416704963,284620,"Frankfurt, Germany",Germany,Europe,1897,Klaus Weber,www.gammaprojectsse.com,"Gamma Projects SE is a leading global provider of third-party logistics solutions, serving customers across multiple industries with innovative products and services.",Components; Systems; Industrial Equipment,Consulting; Professional Services,$193.0B,Frankfurt Stock Exchange,GAPR.DE,Gamma Services; Gamma Americas,"Berlin, Germany; Glasgow, United Kingdom; Nigeria, Nigeria",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.19888498688556788,0.8746879507300944,0.5403599096661541,Industrial Company Database,2025-09-13T22:22:28.587988
europe_097,French Technologies SAS,AI/ML,Technology,Artificial Intelligence,$1.5B,1.4764021661927516,4299,"Marseille, France",France,Europe,1941,Marie Dubois,www.frenchtechnologiessas.com,"French Technologies SAS specializes in artificial intelligence and related technologies, delivering cutting-edge solutions to industrial customers globally.",Industrial Equipment; Systems; Components,Professional Services; Consulting,$2.9B,Euronext Paris,FRTE.PA,,"Marseille, France; Nigeria, Nigeria; Rosario, Argentina; Mexico City, Mexico; Poland, Poland; Edinburgh, United Kingdom",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.18262729402762132,0.3907296710971041,0.5562554248684262,Industrial Company Database,2025-09-13T22:22:28.588023
europe_098,Telecommunications Construction,Telecommunications,Infrastructure,Wireless Technology,$0.8B,0.8319852209709845,1749,"Madrid, Spain",Spain,Europe,1989,Francesca Romano,www.telecommunicationsconstruction.com,"Founded as a pioneer in telecommunications, Telecommunications Construction has evolved into a comprehensive wireless technology company with operations worldwide.",Systems; Industrial Equipment; Components,Consulting; Training,$2.6B,BME Spanish Exchanges,TECO,Telecommunications Asia; Telecommunications Europe; Telecommunications Technologies; Telecommunications Services,"Seville, Spain; Sharjah, UAE; Philadelphia, United States",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.41683291194559957,0.8123683372309545,0.40329667097154365,Industrial Company Database,2025-09-13T22:22:28.588052
europe_099,Beta AI,Hardware,Technology,Embedded Systems,$10.4B,10.378819186052487,26361,"Utrecht, Netherlands",Netherlands,Europe,1972,Francesca Romano,www.betaai.com,"Beta AI operates as a diversified hardware company, with core expertise in embedded systems and a strong global presence.",Components; Systems; Industrial Equipment,Consulting; Training; Professional Services; Technical Support,$17.6B,Euronext Amsterdam,BEA,,"Utrecht, Netherlands; Mecca, Saudi Arabia",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.40490967408213485,0.8251053501829266,0.7357024243194852,Industrial Company Database,2025-09-13T22:22:28.588080
europe_100,Global Technologies Corp.,AI/ML,Technology,Computer Vision,$69.4B,69.38901951484922,188997,"Florence, Italy",Italy,Europe,1984,Ingrid Hansen,www.globaltechnologiescorp.com,"Global Technologies Corp. operates as a diversified ai/ml company, with core expertise in computer vision and a strong global presence.",Components; Industrial Equipment; Systems,Training; Technical Support,$200.9B,Borsa Italiana,GLTE.MI,Global Asia,"Bologna, Italy; Malaysia, Malaysia; Peru, Peru; Venezuela, Venezuela; Toulouse, France; Bergen, Norway; Qatar, Qatar; Yokohama, Japan; Israel, Israel; Hamburg, Germany; Ecuador, Ecuador; Stockholm, Sweden; Seville, Spain; Pune, India; Mecca, Saudi Arabia; Egypt, Egypt; Odense, Denmark; Turkey, Turkey; Toronto, Canada; Melbourne, Australia; Indonesia, Indonesia",ISO 9001:2015; ISO 45001:2018; ISO 14001:2015,0.37922044466772586,0.6614986819367229,0.35045150258422014,Industrial Company Database,2025-09-13T22:22:28.588143
europe_101,Renewable Energy Energy,Renewable Energy,Energy,Solar Power,$48.6B,48.573935172369204,122476,"Birmingham, United Kingdom",United Kingdom,Europe,1985,Hans Müller,www.renewableenergyenergy.com,"Renewable Energy Energy is a leading global provider of solar power solutions, serving customers across multiple industries with innovative products and services.",Power Inverters; Solar Panels; Grid Systems,Grid Integration; Maintenance Programs; Installation Services,$92.6B,London Stock Exchange,REEN.L,Renewable Americas; Renewable Solutions,"Edinburgh, United Kingdom; Pune, India; Riyadh, Saudi Arabia; Philippines, Philippines; Malmö, Sweden; Seville, Spain; Belgium, Belgium",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.9488554521641878,0.23235906337062145,0.5945038908746318,Industrial Company Database,2025-09-13T22:22:28.588305
europe_102,Semiconductors Technologies SE,Semiconductors,Technology,Memory Devices,$1.3B,1.2691983435250935,1540,"Hamburg, Germany",Germany,Europe,1948,Francesca Romano,www.semiconductorstechnologiesse.com,"Semiconductors Technologies SE operates as a diversified semiconductors company, with core expertise in memory devices and a strong global presence.",Microprocessors; Power Semiconductors; Analog Chips; Memory Chips,Testing Services; Technical Support; R&D Services; Design Services; Custom Manufacturing,$2.3B,Frankfurt Stock Exchange,SETE.DE,Semiconductors Technologies,"Munich, Germany; Nagoya, Japan; Tijuana, Mexico; Calgary, Canada; Philippines, Philippines; Turkey, Turkey",ISO 9001:2015; IPC-A-610; SEMI Standards; ISO 14001:2015,0.4562266543139005,0.7344921890496621,0.5320704383283077,Industrial Company Database,2025-09-13T22:22:28.588341
europe_103,Renewable Systems Corp.,Utilities,Energy,Electric Power,$81.1B,81.1396101904112,119253,"Zurich, Switzerland",Switzerland,Europe,1939,Marie Dubois,www.renewablesystemscorp.com,"Renewable Systems Corp. is a leading global provider of electric power solutions, serving customers across multiple industries with innovative products and services.",Components; Systems; Industrial Equipment,Professional Services; Consulting; Technical Support; Training,$182.3B,SIX Swiss Exchange,RESY,,"Bern, Switzerland; Morocco, Morocco; San Antonio, United States; Vietnam, Vietnam; Singapore, Singapore; Ecuador, Ecuador; Peru, Peru; Chile, Chile; Egypt, Egypt; Taipei, Taiwan; Sydney, Australia; Belgium, Belgium; Poland, Poland; Yokohama, Japan; Stockholm, Sweden; Thailand, Thailand; Buenos Aires, Argentina; Austria, Austria; Qatar, Qatar; Zaragoza, Spain; Nigeria, Nigeria; Bangalore, India; Montreal, Canada; Rotterdam, Netherlands; Tianjin, China",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.6380852571340095,0.44494647059601167,0.4213323259285132,Industrial Company Database,2025-09-13T22:22:28.588410
europe_104,Elite Industries,Automotive,Manufacturing,Auto Parts,$12.1B,12.110980446856217,44333,"Oslo, Norway",Norway,Europe,1952,Hans Müller,www.eliteindustries.com,"As a major player in the automotive sector, Elite Industries focuses on auto parts with a commitment to innovation and sustainability.",Electronic Control Units; Body Parts; Brake Systems; Transmission Components,Vehicle Servicing; Financing Solutions; Training Services,$28.3B,Oslo Stock Exchange,ELIN,Elite International; Elite Technologies; Elite Europe,"Oslo, Norway; Qatar, Qatar; Edinburgh, United Kingdom; Johannesburg, South Africa; Venezuela, Venezuela; Ecuador, Ecuador; Chile, Chile; Brasília, Brazil; Mecca, Saudi Arabia; Singapore, Singapore; Egypt, Egypt; Belgium, Belgium; Bangalore, India; Poland, Poland; Colombia, Colombia",AIAG Standards; FMVSS Compliance; ISO 14001:2015,0.22048353583694616,0.6581695226291093,0.8784114705631243,Industrial Company Database,2025-09-13T22:22:28.588470
europe_105,Omega Group,Logistics,Infrastructure,Third-Party Logistics,$7.2B,7.183177908950819,15794,"Uppsala, Sweden",Sweden,Europe,1991,Hans Müller,www.omegagroup.com,"Omega Group is a leading global provider of third-party logistics solutions, serving customers across multiple industries with innovative products and services.",Components; Industrial Equipment; Systems,Training; Professional Services; Technical Support; Consulting,$28.0B,Nasdaq Stockholm,OMGR,Omega International,"Stockholm, Sweden; Basel, Switzerland; Nagoya, Japan",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.827198960785537,0.7099101971601682,0.8345078056444253,Industrial Company Database,2025-09-13T22:22:28.588501
europe_106,Transportation Development,Transportation,Infrastructure,Maritime Infrastructure,$61.4B,61.35408290833459,135930,"Stavanger, Norway",Norway,Europe,1945,Erik Andersson,www.transportationdevelopment.com,"Transportation Development operates as a diversified transportation company, with core expertise in maritime infrastructure and a strong global presence.",Industrial Equipment; Systems; Components,Technical Support; Consulting; Training,$125.1B,Oslo Stock Exchange,TRDE,,"Stavanger, Norway; Belgium, Belgium; Turkey, Turkey; Peru, Peru; Hyderabad, India; Ecuador, Ecuador; Qatar, Qatar; Colombia, Colombia; Melbourne, Australia; Lausanne, Switzerland; Bordeaux, France; Malaysia, Malaysia; Jeddah, Saudi Arabia; Shenzhen, China; Ulsan, South Korea; Morocco, Morocco; Milan, Italy; Manchester, United Kingdom",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.47965594866571837,0.539236788458785,0.8536767839729835,Industrial Company Database,2025-09-13T22:22:28.588559
europe_107,Software AI Corp.,Software,Technology,Enterprise Software,$95.6B,95.64079134705129,293427,"Poland, Poland",Poland,Europe,2012,Francesca Romano,www.softwareaicorp.com,"Software AI Corp. specializes in enterprise software and related technologies, delivering cutting-edge solutions to industrial customers globally.",Industrial IoT Platforms; Manufacturing Execution Systems; ERP Solutions,Consulting Services; Technical Support,$143.9B,,SOAC,Software Asia,"Poland, Poland; Morocco, Morocco; Amsterdam, Netherlands; Singapore, Singapore; Zaragoza, Spain; Monterrey, Mexico; Lyon, France; Adelaide, Australia; Egypt, Egypt",SOC 2 Compliant; CMMI Level 5; GDPR Compliant,0.8346649583878064,0.4905147996735538,0.5024300442554545,Industrial Company Database,2025-09-13T22:22:28.588632
europe_108,Imperial Resources Ltd.,Mining,Energy,Coal Mining,$94.4B,94.40563030918001,135317,"Manchester, United Kingdom",United Kingdom,Europe,1950,Klaus Weber,www.imperialresourcesltd.com,"Imperial Resources Ltd. is a leading global provider of coal mining solutions, serving customers across multiple industries with innovative products and services.",Systems; Industrial Equipment; Components,Training; Professional Services; Technical Support,$357.1B,London Stock Exchange,IMRE.L,Imperial Asia; Imperial Asia; Imperial International; Imperial Solutions,"Manchester, United Kingdom; Essen, Germany; Brasília, Brazil; Singapore, Singapore",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.40308151204246967,0.9585288130340328,0.6871417637583785,Industrial Company Database,2025-09-13T22:22:28.588687
europe_109,AI/ML Technologies AG,AI/ML,Technology,Robotics AI,$41.5B,41.4619333276773,91177,"Munich, Germany",Germany,Europe,1906,Ana García,www.ai/mltechnologiesag.com,"Founded as a pioneer in ai/ml, AI/ML Technologies AG has evolved into a comprehensive robotics ai company with operations worldwide.",Systems; Components; Industrial Equipment,Consulting; Technical Support; Training,$110.5B,Frankfurt Stock Exchange,AITE.DE,,"Stuttgart, Germany; Belgium, Belgium; Venezuela, Venezuela; Delhi, India; Ecuador, Ecuador; Shanghai, China; Colombia, Colombia",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.43297610869669023,0.5820026083252883,0.4940608335186634,Industrial Company Database,2025-09-13T22:22:28.588734
europe_110,Smart Software AI,Software,Technology,Enterprise Software,$6.3B,6.306286726306825,22221,"Austria, Austria",Austria,Europe,1948,Francesca Romano,www.smartsoftwareai.com,"Smart Software AI is a leading global provider of enterprise software solutions, serving customers across multiple industries with innovative products and services.",Manufacturing Execution Systems; Enterprise Software; Industrial IoT Platforms; ERP Solutions,Cloud Services; Training Programs; Technical Support,$10.2B,,SMSO,Smart Solutions; Smart International; Smart Asia; Smart Asia,"Austria, Austria; Aarhus, Denmark; Basel, Switzerland; Tijuana, Mexico",ISO 45001:2018; CMMI Level 5; SOC 2 Compliant; ISO 14001:2015; GDPR Compliant; ISO 9001:2015; ISO/IEC 27001,0.28780324992799033,0.7002283641830154,0.7500156029228402,Industrial Company Database,2025-09-13T22:22:28.588773
europe_111,Utilities Group Corp.,Utilities,Energy,Natural Gas Distribution,$1.3B,1.3359111033854791,2602,"Poland, Poland",Poland,Europe,1954,Klaus Weber,www.utilitiesgroupcorp.com,"Utilities Group Corp. is a leading global provider of natural gas distribution solutions, serving customers across multiple industries with innovative products and services.",Industrial Equipment; Components; Systems,Professional Services; Consulting; Technical Support; Training,$3.8B,,UTGR,Utilities Services; Utilities Solutions; Utilities Solutions,"Poland, Poland; Rosario, Argentina",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.7256400196534046,0.7546244190665816,0.6700462984011937,Industrial Company Database,2025-09-13T22:22:28.588812
europe_112,Delta Labs Corp.,Semiconductors,Technology,Semiconductor Equipment,$1.7B,1.7226426957977137,2257,"Turin, Italy",Italy,Europe,1990,Francesca Romano,www.deltalabscorp.com,"Delta Labs Corp. is a leading global provider of semiconductor equipment solutions, serving customers across multiple industries with innovative products and services.",Power Semiconductors; Analog Chips; Sensors; Microprocessors; Memory Chips,Testing Services; Custom Manufacturing,$6.6B,Borsa Italiana,DELA.MI,Delta Europe; Delta Europe; Delta Americas; Delta Europe; Delta Solutions,"Naples, Italy; Belgium, Belgium; Xi'an, China; Daejeon, South Korea; Israel, Israel; Mecca, Saudi Arabia; Stockholm, Sweden; Philippines, Philippines",ISO 45001:2018; ISO 14001:2015; SEMI Standards,0.6696138532667979,0.7030730200861781,0.44338055940503496,Industrial Company Database,2025-09-13T22:22:28.588859
europe_113,Alpha Systems,Textiles,Manufacturing,Home Textiles,$382.3B,382.255172808649,1197796,"Lausanne, Switzerland",Switzerland,Europe,1986,Ingrid Hansen,www.alphasystems.com,"Alpha Systems specializes in home textiles and related technologies, delivering cutting-edge solutions to industrial customers globally.",Systems; Components; Industrial Equipment,Consulting; Technical Support,$1431.1B,SIX Swiss Exchange,ALSY,,"Zurich, Switzerland; Abu Dhabi, UAE; Córdoba, Argentina; Poland, Poland; Belgium, Belgium; Peru, Peru; Colombia, Colombia; Singapore, Singapore",ISO 14001:2015; ISO 45001:2018; ISO 9001:2015,0.3188468174295012,0.9468342308335378,0.5894571475667187,Industrial Company Database,2025-09-13T22:22:28.588901
europe_114,Industrial Automotive Group Corp.,Automotive,Manufacturing,Vehicle Assembly,$1.8B,1.8035290947811153,4944,"Gothenburg, Sweden",Sweden,Europe,1988,Francesca Romano,www.industrialautomotivegroupcorp.com,"As a major player in the automotive sector, Industrial Automotive Group Corp. focuses on vehicle assembly with a commitment to innovation and sustainability.",Brake Systems; Transmission Components; Vehicles; Electronic Control Units; Interior Systems; Engine Systems,Parts Supply; Vehicle Servicing; Training Services; Technical Support,$4.7B,Nasdaq Stockholm,INAU,Industrial International,"Uppsala, Sweden; Copenhagen, Denmark",ISO 9001:2015; ISO 14001:2015; IATF 16949:2016,0.24851573688129772,0.7554636116728739,0.5512684055295431,Industrial Company Database,2025-09-13T22:22:28.588932
europe_115,Delta Solutions Corp.,Textiles,Manufacturing,Industrial Fabrics,$1.6B,1.6429890355057317,3547,"Geneva, Switzerland",Switzerland,Europe,1901,Ana García,www.deltasolutionscorp.com,"Founded as a pioneer in textiles, Delta Solutions Corp. has evolved into a comprehensive industrial fabrics company with operations worldwide.",Components; Systems; Industrial Equipment,Professional Services; Training,$4.1B,SIX Swiss Exchange,DESO,,"Zurich, Switzerland; Taipei, Taiwan",ISO 9001:2015; ISO 14001:2015; ISO 45001:2018,0.2945088990279512,0.9362575249943059,0.6326989985361771,Industrial Company Database,2025-09-13T22:22:28.588962
europe_116,IoT AI,IoT,Technology,Industrial IoT,$383.0B,383.0223070561392,979858,"Gothenburg, Sweden",Sweden,Europe,1986,Giovanni Rossi,www.iotai.com,"IoT AI operates as a diversified iot company, with core expertise in industrial iot and a strong global presence.",Industrial Equipment; Components; Systems,Training; Consulting; Technical Support; Professional Services,$913.9B,Nasdaq Stockholm,IA,IoT Technologies; IoT Asia,"Stockholm, Sweden; Daegu, South Korea; Puebla, Mexico; Paris, France; Delhi, India; Colombia, Colombia; Cape Town, South Africa; Nigeria, Nigeria; Philippines, Philippines; Amsterdam, Netherlands; Vietnam, Vietnam; Morocco, Morocco; Venice, Italy; Manchester, United Kingdom; Tokyo, Japan",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.7055910344157369,0.7607018310223221,0.5612132606883219,Industrial Company Database,2025-09-13T22:22:28.589020
europe_117,Modern Metals Group GmbH,Metals,Manufacturing,Steel Production,$1.5B,1.5332013959198048,5016,"Frankfurt, Germany",Germany,Europe,1921,Hans Müller,www.modernmetalsgroupgmbh.com,"Founded as a pioneer in metals, Modern Metals Group GmbH has evolved into a comprehensive steel production company with operations worldwide.",Industrial Equipment; Components; Systems,Professional Services; Technical Support,$4.8B,Frankfurt Stock Exchange,MOME.DE,Modern International; Modern Europe; Modern Europe,"Stuttgart, Germany; Fortaleza, Brazil",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.27465586902399675,0.3867861285344955,0.48176073814848885,Industrial Company Database,2025-09-13T22:22:28.589051
europe_118,Development Solutions,Real Estate,Infrastructure,Property Management,$2.7B,2.673321379551284,7474,"Florence, Italy",Italy,Europe,1957,Francesca Romano,www.developmentsolutions.com,"As a major player in the real estate sector, Development Solutions focuses on property management with a commitment to innovation and sustainability.",Industrial Equipment; Systems; Components,Technical Support; Professional Services; Consulting; Training,$6.1B,Borsa Italiana,DESO.MI,Development Europe; Development Solutions,"Venice, Italy; Yokohama, Japan",ISO 45001:2018; ISO 9001:2015; ISO 14001:2015,0.8938695632523369,0.9109339208069362,0.7906577022048178,Industrial Company Database,2025-09-13T22:22:28.589089
europe_119,Construct Engineering Corp.,Telecommunications,Infrastructure,Network Infrastructure,$2.0B,1.9959616375731937,5838,"Poland, Poland",Poland,Europe,2003,Erik Andersson,www.constructengineeringcorp.com,"As a major player in the telecommunications sector, Construct Engineering Corp. focuses on network infrastructure with a commitment to innovation and sustainability.",Components; Industrial Equipment; Systems,Professional Services; Training; Consulting; Technical Support,$8.0B,,COEN,Construct Solutions; Construct Asia; Construct International; Construct Technologies,"Poland, Poland; Malaysia, Malaysia; Edinburgh, United Kingdom; Riyadh, Saudi Arabia; Bologna, Italy; Amsterdam, Netherlands; Mendoza, Argentina",ISO 14001:2015; ISO 9001:2015; ISO 45001:2018,0.16237311893338338,0.766693170437766,0.5467575568652637,Industrial Company Database,2025-09-13T22:22:28.589132
europe_120,Construct Real Estate Solutions,Real Estate,Infrastructure,Infrastructure Investment,$1.9B,1.8733659045196733,5078,"Paris, France",France,Europe,1917,Ingrid Hansen,www.constructrealestatesolutions.com,"Construct Real Estate Solutions is a leading global provider of infrastructure investment solutions, serving customers across multiple industries with innovative products and services.",Industrial Equipment; Components; Systems,Training; Technical Support; Professional Services,$5.1B,Euronext Paris,CORE.PA,Construct Europe; Construct International; Construct Americas; Construct Technologies; Construct Solutions,"Toulouse, France; Ahmedabad, India; Basel, Switzerland; Berlin, Germany",ISO 45001:2018; ISO 14001:2015; ISO 9001:2015,0.24348940596273766,0.3327893017012076,0.3759204740223955,Industrial Company Database,2025-09-13T22:22:28.589167
